name,website,address,phone,category,rating,reviews_count
Aesthetics by Katrina,https://aestheticsbykatrina.com/,"174 Merton High St, London SW19 1AY, United Kingdom",+447742230411,Clinique,,
Aesthetics by Lauren Turner,http://www.aestheticsbylaurenturner.com/,"133 Lordship Ln, London SE22 8HX, United Kingdom",+442082263800,Medical clinic,4.9,
Aesthetics by Lauren Turner Blackheath,https://www.aestheticsbylaurenturner.com/,"16 Tranquil Vale, Blackheath, London SE3 0AX, United Kingdom",+442082594153,Spa y tế,5,
Aesthetics By Marika,https://aestheticsbymarika.co.uk/,"First Floor, Millionhairs Salon, 22 London Rd, Enfield EN2 6ED, United Kingdom",+447341012845,Cơ sở chăm sóc da,4.9,
Aesthetics By Nasren,https://www.instagram.com/aesthetics.by.nasren/,"Unit 2, 33 New Broadway, London W5 5AH, United Kingdom",+447979397260,Spa y tế,5,
Aesthetics by Nikita,https://sitelift.site/aestheticsbynikita/,"Suite A, 32 Green Ln, Northwood HA6 2QB, United Kingdom",+447988446671,Medical spa,5,
Aesthetics by Ocean,https://www.instagram.com/aestheticsbyocean/,"465C Hornsey Rd, London N19 4DR, United Kingdom",+447782345125,Beauty salon,5,
Aesthetics by Reena,http://www.aestheticsbyreena.co.uk/,"309 Malden Rd, New Malden KT3 6AH, United Kingdom",+442089421465,Medical spa,5,
Aesthetics by Silvie – Nurse Prescriber Medical Aesthetics,https://www.aestheticsbysilvie.co.uk/,"Aesthetics by Silvie, 8 Second Cross Rd, Twickenham TW2 5RF, United Kingdom",+447591980019,Clinique dermatologique,4.9,
aesthetics by sobhna,https://www.instagram.com/aesthetics_by_sobhna,"3 Shirley Cl, Hounslow TW3 2HF، United Kingdom",+447825345975,,5,
Aesthetics by The Ashleys,http://www.drmrashley.com/,"Candish Court, London N8 7FR, United Kingdom",+442083477984,Medical clinic,5,
Aesthetics by Wioleta,http://aestheticsbywioleta.co.uk/,"67 Fulbourne Rd, London E17 4EZ، United Kingdom",+447902432995,Cơ sở chăm sóc da,5,
Aesthetics Clinic London,https://botoxandfillerscliniclondon.co.uk/,"Located in DERMACIA PHARMACY, 19 Canonbury Ln, London N1 2AS, United Kingdom",+447893942444,Skin care clinic,5,
Aesthetics Fairies,,"Albertine Grv, West Wickham BR4 9FA",07903808420,Medical spa,5,
Aesthetics House,https://www.aestheticshouse.co.uk/,"Kenver Ave, London N12 0PG, United Kingdom",+442075616800,Skin care clinic,5,
Aesthetics HQ London,https://aestheticshqlondon.com/,"2 doors from The White Bear Pub, 142 Kennington Park Rd, London SE11 4DJ, United Kingdom",+447985756139,Skin care clinic,5,
Aesthetics in Muswell Hill,https://aestheticsinmuswellhill.co.uk/,"9 Methuen Park, Muswell Hill, London N10 2JR, United Kingdom",+447748016287,Skin care clinic,5,
Aesthetics Lab,https://www.aestheticslab.co.uk/,"128 Regent's Park Rd, London NW1 8XL, United Kingdom",+442035825894,Skin care clinic,4.8,
Aesthetics Lab,https://www.aestheticslab.co.uk/,"38 Elizabeth St, London SW1W 9NZ, United Kingdom",+442035825894,Medical spa,4.8,
Aesthetics Medical Clinic,http://aestheticsmedicalclinic.co.uk/,"64 Frith St, London W1D 3JP, United Kingdom",+447490908082,Dental clinic,4.6,
Aesthetics of Essex,https://aestheticsofessex.co.uk/,"58 Station Rd, Upminster RM14 2TD, United Kingdom",+441708225555,Skin care clinic,4.9,
Aesthetics of London,http://www.aestheticsoflondon.com/,"stratford centre, 44 Broadway, London E15 1XH, United Kingdom",+442030260934,Thẩm mỹ viện,4.5,
Aesthetics PRO London,https://aestheticspro.uk/,"1 Fulham High St, London SW6 3JH, United Kingdom",+447899099494,Skin care clinic,5,
Aesthetics Therapy,https://www.aesthetics-therapy.co.uk/,"92 Weirdale Ave, London N20 0AH, United Kingdom",+447719494915,Clínica ambulatoria,5,
Aestheticus,https://www.aestheticus.online/,"104 Judd St, London WC1H 9PU, United Kingdom",+447469094142,Cosmetics industry,5,
Aesthetique,http://www.aesthetique.co.uk/,"371 Fore St, London N9 0NR, United Kingdom",+442088037550,Skin care clinic,4.8,
Aesthetique Co.,https://www.aesthetiqueco.uk/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447469346309,Clínica dermatológica,5,
Aestiva Clinic Sidcup - Bespoke Aesthetics by Medical Professionals,https://aestiva.co.uk/,"78 Hatherley Rd, Sidcup DA14 4AJ, United Kingdom",+447448238627,Spa médical,4.8,
Agua London,https://www.seacontainerslondon.com/unwind/agua-spa-london/,"20 Upper Ground, London SE1 9PD, United Kingdom",+442037471010,Spa,4.6,
AI Beauty Clinic,https://www.ai-beauty.co.uk/,"147 Oxford St, London W1D 2JE, United Kingdom",+442088636880,Medical spa,4.8,
AIRE Ancient Baths London,https://beaire.com/en/aire-ancient-baths-london,"2-3 Robert St, London WC2N 6BH, United Kingdom",+442038304610,Spa,4.6,
AirSculpture Therapy,https://www.airsculpturetherapy.com/,"75 Abbey Rd., London NW8 0AE, United Kingdom",+447308630230,Wellness a masáže,5,
Aisha Khayat | The Skin Studio,https://www.aishakhayat.com/,"Private Clinic, 1 Beverley Ln, Coombe Neville, Kingston upon Thames KT2 7EE, United Kingdom",+447470007037,Salon de înfrumusețare,4.8,
AJ Aesthetics,https://ajaesthetics.clinic/,"316e Ilford Ln, Ilford IG1 2LT, United Kingdom",+447379371314,Skin care clinic,5,
AK Medical Aesthetics,,"161 High St, Hadley, Barnet EN5 5SU, United Kingdom",+447852733830,Clínica dermatológica,5,
Akasha,http://www.hotelcaferoyal.com/wellness,"Hotel, Café Royal, 68 Regent St., London W1B 4DY، United Kingdom",+442074063360,,4.5,
Akemedics Beauty Aesthetic Clinic,https://akemedicsbeauty.com/,"44 High St, Romford RM1 1HR, United Kingdom",+447534916573,Skin care clinic,5,
AL Aesthetics- Non surgical nose job Harley street London,https://www.alaesthetics.co.uk/non-surgical-rhinoplasty-london,"10 Harley St, London W1G 7JA, United Kingdom",+442036085241,Trung tâm phẫu thuật,4.8,
Alaia Aesthetics,https://alaiaaesthetics.as.me/,"11a Atlantis Ave, London E16 2UD, United Kingdom",+442037734048,Medical spa,4.9,
Alcove Aesthetics by Dr Goziem,http://www.alcoveaesthetics.com/,"120 Pall Mall, London SW1Y 5EA, United Kingdom",+447856962248,Medical spa,5,
Alice Aesthetics Academy,http://aliceaestheticsacademy.mytreatwell.co.uk/,"Angel’s Touch Hair & Beauty Salon, 788 High Rd. Leyton, London E10 6AE، United Kingdom",+447878623306,,4.7,
Alien Aesthetics,https://www.alienaesthetics.co.uk/,"97-101 Hackney Rd, London E2 8ET, United Kingdom",+447949669495,Medical clinic,5,
Alina Beauty Aesthetic,https://alinabeautyaesthetic.com/,"365 Barking Rd, London E6 1FG, United Kingdom",+447464971266,Skin care clinic,5,
Alina Budonna Aesthetic Treatments,https://alinabudonna.co.uk/,"188 Brompton Rd, London SW3 1HQ, United Kingdom",+447767461422,Centro de estética,4.9,
Alitas Beauty,http://www.alitasbeauty.co.uk/,"4, Inside Lotus Aesthetics, St Johns Parade, High St, Sidcup DA14 6ES, United Kingdom",+447446787728,Institut de beauté,5,
All About Eve Beauty Spa & Holistic Therapies,http://www.allaboutevetherapies.co.uk/,"Suite 7, 300 Chiswick High Rd., Chiswick, London W4 1NP, United Kingdom",+447867319795,Masajlı Spa,4.9,
Allegra Aesthetics,https://allegraaesthetics.com/,"38A Windsor St, Uxbridge UB8 1SB, United Kingdom",+447787055027,Medical spa,5,
Allure Dental Care & Aesthetics,http://www.alluredentalcare.co.uk/,"2B Bedford Ave, Barnet EN5 2EP, United Kingdom",+442084491387,Cilt Bakım Kliniği,4.8,
Allure Skin Aesthetics LTD,https://www.allureaesthetics.uk/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447761842934,Clínica dermatológica,5,
ALTA,https://altamedispa.com/,"75-77 George St, London W1U 8AQ, United Kingdom",+447771116587,Spa terapéutico,5,
Alternative Medical Centre & Spa,https://www.amedicalcentrespa.co.uk/home,"341 Ley St, Ilford IG1 4AA, United Kingdom",+447350026922,Centro médico,5,
AM Aesthetics London,http://amaestheticslondon.co.uk/,"180 Finchley Rd, London NW3 6BP, United Kingdom",+447413696979,Medical clinic,4.9,
"AM Aesthetics – Leading Harley Street Clinic for Anti-Wrinkle Injections in Marylebone, London",https://amaesthetics.clinic/,"The Light Centre, 10 Portman Square, London W1H 6AZ، United Kingdom",+447799146975,Clinica per la cura della pelle,4.8,
Aman Spa,https://www.the-connaught.co.uk/aman-spa/,"The Connaught, 16 Carlos Pl, London W1K 2AL, United Kingdom",+442031477305,Spa,4.6,
Amanda Azzopardi Aesthetics - London,https://www.amandaazzopardi.co.uk/aesthetics-clinic-london/,"Clinicity, 36 Great Titchfield St., London W1W 8BQ, United Kingdom",+442081912811,Salon kosmetyczny,5,
Amara Clinic,http://amara.clinic/,"665 Finchley Rd, London NW2 2HN, United Kingdom",+447931764434,Medical spa,4.8,
Amari Head Spa Penge,https://www.amariheadspa.co.uk/,"37 High St, London SE20 7HJ، United Kingdom",+442045688420,,5,
AMAZIN U CLINIC,https://amazinu.co.uk/,"25 Birchin Ln, London EC3V 9DJ, United Kingdom",+447340066886,Clínica dermatológica,5,
Amber MediSpa,https://www.ambermedispa.com/,"260 Pentonville Rd, London N1 9JY, United Kingdom",+447309084536,Skin care clinic,5,
Ambra Aesthetic Clinic,http://www.ambraclinic.com/,"898 High Rd, London N12 9RH, United Kingdom",+442084462761,Skin care clinic,5,
"Amer Clinic, London",https://www.amerclinic.com/,"13 Kensington Church St, London W8 4LF, United Kingdom",+442080508830,Cơ sở chăm sóc da,4.9,
Ammuri Aesthetics,https://linktr.ee/ammuriaesthetics,"53 The Grove, London W5 5DX, United Kingdom",+447391039241,Skin care clinic,5,
Amor Aesthetics,,"Unimix House, London NW10 7TR, United Kingdom",,Clínica dermatológica,4.8,
AMS Aesthetics,https://amsaesthetics.com/,"21 Tabard St, London SE1 4LA, United Kingdom",+447700168083,Tedavi Amaçlı Kaplıca,5,
AMS Aesthetics,https://amsaesthetics.com/,"10 Harley St, London W1G 9PF, United Kingdom",+447700168083,Medical spa,5,
Ana Podocare,https://anapodocare.com/home/,"64 Fairfield St, London SW18 1DY, United Kingdom",+447423386956,Podiatrist,5,
Anavrin Beauty Clinic & Hair,http://anavrinbeauty.com/,"54 High St, Sutton SM1 1HY, United Kingdom",+442079989870,Centro de estética,4.3,
Aneugene Health Centre,http://www.aneugene.com/,"567 Battersea Park Rd, London SW11 3BJ, United Kingdom",+442073500808,Klinika špecializovaná na čínsku medicínu,4.9,
Angel Spa,https://www.facebook.com/AngelSpa.Angel.London/,"46 Chapel Market, London N1 9EW, United Kingdom",+442078379839,Beauty salon,4.4,
Angeli Medispa,http://www.angelimedispa.com/,"288 Kensington High St, London W14 8NZ, United Kingdom",+442073480664,Spa médical,4.8,
Angle Aesthetics LTD,http://www.angleaesthetics.co.uk/,"51b Stonecot Hill, Sutton SM3 9HJ, United Kingdom",+447940091244,Clinique dermatologique,5,
Anir Anun Clinic & Boutique,http://www.aniranun.com/,"675 Fulham Rd., London SW6 5PZ, United Kingdom",+447570139176,Skin care clinic,4.8,
Annie Marie Aesthetics,https://anniemarie.co.uk/,"Muswell Hill, London N10 3SA, United Kingdom",+447454121123,Esthetics service,5,
Anti Wrinkle Clinic - Dr Yiannis Valilas,https://www.antiwrinkleclinic.co.uk/,"UNTIL, 111 Charing Cross Rd, London WC2H 0DT, United Kingdom",+442035987358,Skin care clinic,5,
Antonella Beauty & Microblading,http://www.antonellabeauty.co.uk/,"Brewhouse Ln, London SW15 2JX, United Kingdom",+447402932332,Beauty salon,5,
Anya Spa@Angel,https://www.anyaspa.co.uk/,"29 Upper St, London N1 0PN, United Kingdom",+442072262266,Beauty salon,4.6,
Apogii Clinic (Get A Drip),https://www.apogiiclinic.co.uk/,"105 Westbourne Grove, London W2 4UW, United Kingdom",+442072298580,Centro de salud y bienestar,4.8,
Appear Natural Aesthetics,http://www.appearnaturalaesthetics.com/,"31 Station Approach, Hayes, Bromley BR2 7EB, United Kingdom",+447423109237,Cilt Bakım Kliniği,5,
ARC Clinic,https://arcclinic.co.uk/,"4th Floor, 10 Adam St, London WC2N 6AA, United Kingdom",+447549262096,Tedavi Amaçlı Kaplıca,5,
Arcadia Beauty Spa,https://www.arcadiabeautyspa.com/,"73 Caledonian Rd, London N1 9BT, United Kingdom",+442033371809,Spa,5,
Arenas Spa & Beauty,https://phorest.com/book/salons/arenasspabeauty,"10a, S Lambeth Rd, London SW8 1QT, United Kingdom",+442045688798,Spa,4.9,
ARKangel Clinic,https://arkangelclinic.uk/,"Ground Floor, Aegon House, 13 Lanark Square, London E14 9QD, United Kingdom",+442081495432,Tıp Merkezi,5,
Armineh Aesthetics & Health Clinic,https://armineh.co.uk/,"2 Hampstead High St, London NW3 1PR, United Kingdom",+447865010202,Medical spa,5,
Aromathera,,"13 Evenwood Cl, London SW15 2DA, United Kingdom",,Medical spa,5,
ART Clinic by Dr Priya Verma,https://www.art-clinic.co.uk/,"14A Lowndes St, London SW1X 9EX, United Kingdom",+442033552030,Skin care clinic,5,
Arta Beauty Clinic,http://artabeautyclinic.com/,"16 Lower Richmond Rd., London SW15 1JP, United Kingdom",+447386968917,Beauty salon,4.8,
Arte Aesthetics Wanstead Pharmacy,https://71fba5bb-df1c-402f-bffe-123f8c0a9c2d.pipedrive.email/c/x42955gd2y/xyorm0q0dy/rvygzq3okj/3?redirectUrl=https%3A%2F%2Farteaesthetics.aesthetidocs.app&hash=wfjur4fugjvzI-1TsIVM3jYOAor-HTDJjZTaGDGMJmY,"Wanstead Pharmacy, Arte Medical Aesthetics Wanstead Pharmacy (Inside Inside, 75-77 High St., London E11 2AE، United Kingdom",+447916308259,Spa terapéutico,5,
Arte Medical,https://71fba5bb-df1c-402f-bffe-123f8c0a9c2d.pipedrive.email/c/x42955gd2y/xyorm0q0dy/rvygzq3okj/3?redirectUrl=https%3A%2F%2Farteaesthetics.aesthetidocs.app&hash=wfjur4fugjvzI-1TsIVM3jYOAor-HTDJjZTaGDGMJmY,"Broadway Boutique, Next to Planet organic, 36 Broadway Market, London E8 4QJ, United Kingdom",+447916308259,Skin care clinic,5,
Arte Medical Aesthetics,https://71fba5bb-df1c-402f-bffe-123f8c0a9c2d.pipedrive.email/c/x42955gd2y/xyorm0q0dy/rvygzq3okj/3?redirectUrl=https%3A%2F%2Farteaesthetics.aesthetidocs.app&hash=wfjur4fugjvzI-1TsIVM3jYOAor-HTDJjZTaGDGMJmY,"Temptation Studio, Pontoon Dock DLR station, 2 Bramwell Way, London E16 2GQ, United Kingdom",,Medical spa,5,
Artisa Spa,https://www.artisaspa.co.uk/,"359 High Rd. Leyton, London E10 5NA, United Kingdom",+442085588268,Massage spa,4.8,
Artistry Aesthetics,,"13, 22 W Barnes Ln, West Wimbledon, SW200BN SW20 0BN, United Kingdom",+447908983516,Poliklinik,5,
Artistry Clinic,https://www.artistryclinic.co.uk/,"33-34 Bury St, London EC3A 5AR, United Kingdom",+447411592837,Skin care clinic,4.9,
Artum,,"82A Baker St, London W1U 6AA, United Kingdom",+447849988789,Skønhedssalon,4.5,
Arumi Health and Beauty Salon Wimbledon and Raynes park,http://www.arumi.co.uk/,"65 Approach Rd, Raynes Park, London SW20 8BA، United Kingdom",+442085439911,,4.7,
AS Allure,http://asallure.co.uk/,"68 Gloucester Rd, South Kensington, London SW7 4QT, United Kingdom",+442031490214,Wellness center,4.9,
AS Cosmetology & Aesthetics,http://tiktok.com/@as_cosmetology_aesthetic,"Studio 405, MAKE IT, 15 Linton Rd., Barking IG11 8HE, United Kingdom",+447456518109,Spa terapéutico,5,
Asaya Spa,https://www.rosewoodhotels.com/en/the-chancery-rosewood,"30 Grosvenor Sq, London W1K 6AN, United Kingdom",,Spa,4.2,
Ashanti Treatment Rooms,http://www.ashantitreatmentrooms.com/,"17 Leyden St, London E1 7LE, United Kingdom",+442072479999,Beauty salon,4.5,
Ashlins Natural Health,https://www.ashlins.co.uk/,"181 Hoe St, London E17 3AP, United Kingdom",+442085205268,Massage spa,4.7,
Asiatic Thai Massage,https://asiaticthaimassage.co.uk/,"93 Upper St, London N1 0NP, United Kingdom",+442072888702,Spa,4.9,
Asiatic Thai Massage,https://asiaticthaimassage.co.uk/,"262 Upper St, London N1 2UQ, United Kingdom",+442045315032,Massage spa,5,
ASKINOLOGY,http://www.askinology.com/,"35, 36 Leadenhall Market, London EC3V 1LR, United Kingdom",+442070432233,Skin care clinic,4.8,
Aspire Aesthetic Clinic - Laser Hair Removal Specialist Wembley - 50% OFF,http://www.aspireaestheticclinic.com/,"Wembley HA0 1TX, United Kingdom",+447368913054,Cơ sở chăm sóc da,5,
"Aspire Beauty and Aesthetics - Laser Hair Removal, Heston",https://www.aspirebaa.com/,"18 Hogarth Gardens, Heston, Hounslow TW5 0QS, United Kingdom",+447878784000,Beauty salon,4.7,
Aspire Massage and Facial salon in Fulham,,"376 North End Rd, London SW6 1LY, United Kingdom",+447309693945,Massaggio-terapista,4.9,
