name,website,address,phone,category,rating,reviews_count
JK Aesthetics,http://www.jkaestheticslondon.co.uk/,"Salisbury House, 29 Finsbury Circus, London EC2M 5SQ, United Kingdom",+442037524987,"Skin care clinic, Beauty product supplier",5,
Juicy Face,https://juicyface.co.uk/,"28 Queen St, London EC4R 1BB, United Kingdom",+442070888342,"Skin care clinic, Health and beauty shop, Permanent make-up clinic, Medical spa",5,
Skin Science Clinic,https://skinscienceclinic.co.uk/,"65 Connaught St, St George's Fields, London W2 2AE, United Kingdom",+442070184343,"Skin care clinic, Beauty salon, Facial spa, Laser hair removal service, Medical clinic, Medical spa",4.9,
Dr David Jack Clinic,https://drdavidjack.com/,"22 Royal Exchange, London EC3V 3LP, United Kingdom",+442075896309,Skin care clinic,5,
City MediSpa,https://www.citymedispa.co.uk/,"7 Dowgate Hill, London EC4R 2SU, Birleşik Krallık",+442080757106,Tedavi Amaçlı Kaplıca,5,
Dr. Green Clinic,https://drgreen.clinic/,"79A Carter Ln, London EC4V 5EP, Birleşik Krallık",+447920000079,Tedavi Amaçlı Kaplıca,5,
M1 Med Beauty | Doctors-Only Cosmetic Clinic,https://www.m1-beauty.co.uk/london/,"3rd floor, 64 London Wall, London EC2M 5TP, Birleşik Krallık",+442035198093,Cilt Bakım Kliniği,4.7,
DIVINE Skin Science,http://www.divineskinscience.com/,"Tower 42, 25 Old Broad St, London EC2N 1HQ, Birleşik Krallık",+447903568573,"Tedavi Amaçlı Kaplıca, Güzellik Salonu, Yüz Bakımı, Cilt Bakım Kliniği",4.9,
The Med Spa at The CityPoint Club,,"1 Ropemaker St, London EC2Y 9AW, Birleşik Krallık",+442079206200,Tedavi Amaçlı Kaplıca,4.7,
Cosmedics Skin Clinics,https://www.cosmedics.co.uk/,"42 New Broad St, London EC2M 1JD, Birleşik Krallık",+442073860464,"Tedavi Amaçlı Kaplıca, Estetik Cerrahi Uzmanı, Dermatolog, Doktor, Cilt Bakım Kliniği, Estetik Cerrah, Estetik Cerrahi Kliniği, Proktoloji Uzmanı, Cerrah",4.8,
Vitalumina by Dr Gregorio De Carvalho,https://vitalumina.co.uk/,"36-38 Cornhill, London EC3V 3ND, Birleşik Krallık",+447570964859,"Tedavi Amaçlı Kaplıca, Estetik Cerrahi Uzmanı, Yüz Bakımı, Cilt Bakım Kliniği",5,
Juicy Face,https://juicyface.co.uk/,"28 Queen St, London EC4R 1BB, Birleşik Krallık",+442070888342,"Tedavi Amaçlı Kaplıca, Sağlık ve Güzellik Merkezi, Kalıcı Makyaj Merkezi, Cilt Bakım Kliniği",5,
Dermathetics,https://dermathetics.com/,"8 Clerkenwell Grn, London EC1R 0DE, Birleşik Krallık",+447862202752,"Tedavi Amaçlı Kaplıca, Güzellik Salonu, Yüz Bakımı, Cilt Bakım Kliniği",4.9,
Botox London Professional Aesthetics,https://lpa.london/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,"193 Whitecross St, London EC1Y 8QP, Birleşik Krallık",+442045723335,"Tedavi Amaçlı Kaplıca, Kan Testi Hizmeti, Estetik Cerrahi Uzmanı, Dermatolog, Yüz Bakımı, Saç Transplantasyonu Kliniği, Sağlık Kaplıcası, Cilt Bakım Kliniği, Kadın Sağlığı Kliniği, Zayıflatma Hizmeti",4.9,
Skin & Sanctuary,http://www.skinandsanctuary.com/,"150B Commercial St, London E1 6NU, Birleşik Krallık",+442039055555,"Tedavi Amaçlı Kaplıca, Cilt Bakım Kliniği",4.9,
Vie Aesthetics Holborn,https://www.vie-aesthetics.com/,"95 Gray's Inn Rd, London WC1X 8TX, Birleşik Krallık",+442033438500,"Tedavi Amaçlı Kaplıca, Kan Testi Hizmeti, Estetik Cerrahi Uzmanı, Kozmetik mağazası, Saç Transplantasyonu Kliniği, Sağlık Kaplıcası, Lazer Epilasyon Hizmeti, Cilt Bakım Kliniği, Zayıflatma Hizmeti, Sağlıklı Yaşam Merkezi",4.9,
The Skin Co Spa,http://www.theskincospa.co.uk/,"35 Fournier St, London E1 6QE, Birleşik Krallık",+442034881265,"Spa ve Sağlık Kulübü, Güzellik Salonu",4.6,
AesthetiCare Clinic by Dr Khaula Safdar,https://aestheticareclinic.co.uk/,"87 Moorgate, London EC2M 6SA, Birleşik Krallık",+447931913489,"Tedavi Amaçlı Kaplıca, Doktor, Cilt Bakım Kliniği",5,
dr pratish facial aesthetics,https://drpratish.com/,"City MediSpa, 7 Dowgate Hill, London EC4R 2SU, Birleşik Krallık",+447958555210,Tedavi Amaçlı Kaplıca,5,
Injectual Shoreditch | The Injectables Studio,https://www.injectual.com/,"149 Commercial St, London E1 6BJ, Birleşik Krallık",+442039519115,Tedavi Amaçlı Kaplıca,4.9,
Doctor B Aesthetics,https://www.doctorbaesthetics.co.uk/,"153 Fenchurch St, London EC3M 6BB, Birleşik Krallık",+447399139808,"Tedavi Amaçlı Kaplıca, Cilt Bakım Kliniği, Uzmanlaşmış Klinik",5,
Elvican Aesthetic London,https://elvicanaestheticlondon.setmore.com/,"6 Domingo St, London EC1Y 0TA, Birleşik Krallık",+447414582904,"Tedavi Amaçlı Kaplıca, Cilt Bakım Kliniği",5,
SE1 Medical Aesthetics,http://www.se1medicalaesthetics.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=326693750913531989,"Ground Floor, Rankin Building, 139-143 Bermondsey St, London SE1 3UW, Birleşik Krallık",+447922087919,"Tedavi Amaçlı Kaplıca, Cilt Bakım Kliniği",5,
KClinics Skin & Laser,https://kclinics.co.uk/,"4 Charterhouse Bldgs, Goswell Rd., Barbican, London EC1M 7AN, Birleşik Krallık",+447500075775,"Tedavi Amaçlı Kaplıca, Güzellik Salonu, Lazer Epilasyon Hizmeti, Tıp Merkezi, Sağlık Ocağı, Cilt Bakım Kliniği",4.7,
Fleur Aesthetics,https://www.fresha.com/book-now/fleur-aesthetics-iizyoqxy/all-offer?share&pId=717440,"Unit 317, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Reino Unido",+447353064232,"Spa terapéutico, Esteticista, Centro de estética, Tienda de belleza y salud",5,
Ora Aesthetic & Wellness,https://www.oraestheticwellness.com/,"83 Eastern Ave W, Romford RM6 5SA, Reino Unido",+447555253362,Spa terapéutico,5,
AS Cosmetology & Aesthetics,http://tiktok.com/@as_cosmetology_aesthetic,"Studio 405, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Reino Unido",+447456518109,"Spa terapéutico, Clínica dermatológica",5,
Nurse Kitty Kat Aesthetics,https://www.instagram.com/nurse.kittykat?igsh=OHNlcjF0Z3lwY3px&utm_source=qr,"Unit 112, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Reino Unido",,"Spa terapéutico, Industria de cosméticos, Tienda de belleza y salud, Auxiliar técnico sanitario, Clínica dermatológica",5,
Leyabelle Esthetic Clinic,https://www.leyabelle.co.uk/,"17b Ripple Rd, Barking IG11 7NP, Reino Unido",+447985280468,"Centro de estética, Servicio de depilación, Massage spa, Servicio de eliminación de tatuajes",4.9,
Laser Light Skin Clinic,https://www.laserlightskinclinic.co.uk/,"125 Becontree Ave, Dagenham RM8 2UJ, Reino Unido",+442085981200,"Centro de depilación láser, Servicio de depilación por electrólisis, Esteticista facial, Servicio de depilación, Clínica dermatológica",4.9,
Abbey Spa & Wellness,https://everyonespa.com/our-venues/abbey-spa-barking/,"Bobby Moore Way, Barking IG11 7LX, Reino Unido",+442039484960,"Spa, Balneario, Masajista, Spa y gimnasio",3.7,
Revive Room - Dagenham,https://www.reviveroom.co.uk/,"30 Academy Way, Dagenham RM8 2BF, Reino Unido",+447853216027,"Esteticista facial, Masajista",5,
Laser Of Beauty,http://www.laserofbeauty.co.uk/,"Longbridge Rd, Barking IG11 8RT, Reino Unido",+447919273205,Centro de depilación láser,5,
Skin Mod Clinic,http://www.skinmod.co.uk/,"182 South St, Romford RM1 1TR, Reino Unido",+441708763756,"Spa terapéutico, Centro de estética, Peluquería, Tienda de belleza y salud, Centro de depilación láser, Clínica dermatológica, Servicio de eliminación de tatuajes",4.6,
"Shumaila's London Ilford | Hyperpigmentation, Melasma, Hair Loss, Skin Tag Removal Treatment",https://www.shumailas.com/london-gants-hill/,"104 Cranbrook Rd, Cranbrook, Ilford IG1 4FG, Reino Unido",+442080509192,"Spa terapéutico, Clínica de trasplante capilar, Centro de depilación láser, Centro de adelgazamiento, Centro de salud y bienestar",4.8,
UniqueSthetic,https://www.uniquesthetic.co.uk/,"UniqueSthetic, 18 Whitebarn Ln, London RM10 9LH, Reino Unido",+442033260931,"Centro de estética, Esteticista facial, Centro de depilación láser, Massage parlor, Salón de manicura y pedicura, Clínica dermatológica, Peluquería, Depilación con cera",4.7,
Fahibeautyaestheticsacademy,https://widget.treatwell.co.uk/place/427179/menu/,"75 Grafton Rd, Dagenham RM8 3ET, Reino Unido",+447480299007,Centro de estética,4.9,
Concept Beauty,https://conceptbeauty.co.uk/,"2-4 Eastern Rd, Romford RM1 3PJ, Reino Unido",+447863878574,"Spa terapéutico, Esteticista facial, Clínica dermatológica, Depilación con cera",,
Inga Medical pedicure,https://ingamedicalpedicure.co.uk/,"Unit 5, Shinwell House, Merrielands Cres, Dagenham RM9 6FL, Reino Unido",+447581420964,Centro de estética,5,
Kissed Lips Cosmetics Ltd - Lip filler,http://www.kissedlipscosmetics.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2971588257759951306,"Unit 1, 43 Market Pl, Romford RM1 3AB, Reino Unido",+447949073199,"Centro de estética, Colegio concertado, Clínica ambulatoria, Spa terapéutico",4.9,
NY Clinic,http://www.nyclinic.co.uk/,"120 High St, Ilford IG6 2DU, Reino Unido",+442080904747,"Spa terapéutico, Clínica dermatológica",4.8,
Beauty by Polka Aesthetics,https://beautybypolka.com/,"139 Padnall Rd, London, Romford RM6 5EP, Reino Unido",+447935716883,"Centro de estética, Spa terapéutico, Clínica dermatológica",5,
Alternative Medical Centre & Spa,https://www.amedicalcentrespa.co.uk/home,"341 Ley St, Ilford IG1 4AA, Reino Unido",+447350026922,"Centro médico, Clínica de acupuntura, Balneario, Massage spa, Osteópata, Fisioterapeuta, Clínica de fisioterapia",5,
Skin Elements - Laser Clinic & Medispa,https://skinelements.co.uk/,"163 Manor Rd, Chigwell IG7 5QA, Reino Unido",+442085008070,"Centro de depilación láser, Centro de estética, Esteticista facial, Servicio de depilación, Massage spa, Spa terapéutico, Salón de manicura y pedicura, Clínica dermatológica",5,
Rim and Aesthetic | Laser Clinic,https://rimaesthetic.com/,"36-38 Station Parade, Barking IG11 8DR, Vương quốc Anh",+447301012175,Cơ sở chăm sóc da,5,
Adu Aesthetics,https://instagram.com/adu.aesthetics?igshid=OGQ5ZDc2ODk2ZA==,"Surrey Rd, Barking IG11 7QT, Vương quốc Anh",+447581718447,"Cơ sở chăm sóc da, Thẩm mỹ viện, Hiệu thuốc",5,
Laser Light Skin Clinic,https://www.laserlightskinclinic.co.uk/,"125 Becontree Ave, Dagenham RM8 2UJ, Vương quốc Anh",+442085981200,"Dịch vụ tẩy lông bằng la-de, Dịch vụ tẩy lông bằng điện, Spa mặt, Dịch vụ tẩy lông, Cơ sở chăm sóc da",4.9,
Leyabelle Esthetic Clinic,https://www.leyabelle.co.uk/,"17b Ripple Rd, Barking IG11 7NP, Vương quốc Anh",+447985280468,"Thẩm mỹ viện, Tiệm làm mi, Dịch vụ tẩy lông, Spa mát xa, Dịch vụ xóa hình xăm",4.9,
Fleur Aesthetics,https://www.fresha.com/book-now/fleur-aesthetics-iizyoqxy/all-offer?share&pId=717440,"Unit 317, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Vương quốc Anh",+447353064232,"Spa y tế, Chuyên gia làm đẹp, Thẩm mỹ viện, Dịch vụ thẩm mỹ, Cửa hàng chăm sóc sức khỏe và làm đẹp",5,
AS Cosmetology & Aesthetics,http://tiktok.com/@as_cosmetology_aesthetic,"Studio 405, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Vương quốc Anh",+447456518109,"Spa y tế, Cơ sở chăm sóc da",5,
City MediSpa,https://www.citymedispa.co.uk/,"7 Dowgate Hill, London EC4R 2SU, United Kingdom",+442080757106,Medical spa,5,
Euphoria Spa,https://euphoriaspa.co.uk/,"36-38 Cornhill, London EC3V 3NG, United Kingdom",+442071836353,"Spa and health club, Event venue, Physiotherapist, Wellness center",4.1,
The Med Spa at The CityPoint Club,,"1 Ropemaker St, London EC2Y 9AW, United Kingdom",+442079206200,Medical spa,4.7,
The Skin Co Spa,http://www.theskincospa.co.uk/,"35 Fournier St, London E1 6QE, United Kingdom",+442034881265,"Spa and health club, Beauty Parlour",4.6,
Dr. Green Clinic,https://drgreen.clinic/,"79A Carter Ln, London EC4V 5EP, United Kingdom",+447920000079,Medical spa,5,
DIVINE Skin Science,http://www.divineskinscience.com/,"Tower 42, 25 Old Broad St, London EC2N 1HQ, United Kingdom",+447903568573,"Medical spa, Beauty Parlour, Facial spa, Skin care clinic",4.9,
Organic Health Spa,https://www.theorganichealthspa.co.uk/,"68 Old St, London EC1V 9AN, United Kingdom",+442080017514,"Massage spa, Massage therapist",4.3,
The Spa at Four Seasons London at Tower Bridge,https://www.fourseasons.com/towerbridge/spa/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-tri-spa-mid-seo-na&utm_content=na-na&utm_term=na,"10 Trinity Square, London EC3N 4AJ, United Kingdom",+442032973780,"Spa, Beauty Parlour, Day spa, Fitness center, Gym, Hair salon, Health spa, Massage spa, Personal trainer, Sauna",4.7,
Vitalumina by Dr Gregorio De Carvalho,https://vitalumina.co.uk/,"36-38 Cornhill, London EC3V 3ND, United Kingdom",+447570964859,"Medical spa, Facial spa, Skin care clinic",5,
Ned's Club Spa,https://www.thened.com/london/spa-and-grooming?utm_source=google&utm_medium=local&utm_campaign=spa-neds-club-spa,"27 Poultry, London EC2R 8AJ, United Kingdom",+442038282000,Spa and health club,4.1,
Rena Health & Leisure,https://www.leonardohotels.co.uk/london/leonardo-royal-hotel-london-st-pauls/spa,"10 Godliman St, London EC4V 5AJ, United Kingdom",+442070741010,"Spa, Gym, Massage therapist, Swimming pool, Waxing hair removal service",3.8,
Heavenly Spa London,https://www.heavenlyspalondon.com/,"2nd Floor, Heavenly Spa by Westin, 60 Upper Thames St., London EC4V 3AD, United Kingdom",+442031462691,"Spa, Swimming pool",4.7,
Botox London Professional Aesthetics,https://lpa.london/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,"193 Whitecross St, London EC1Y 8QP, United Kingdom",+442045723335,"Medical spa, Blood testing service, Dermatologist, Facial spa, Hair transplantation clinic, Health spa, Skin care clinic, Women's health clinic, Weight loss service",4.9,
Theresa Collins Advanced Skin,http://www.theresacollinsskin.co.uk/,"7 Well Ct, London EC4M 9DN, United Kingdom",+447538240606,"Skin care clinic, Facial spa, Waxing hair removal service",5,
Treat Beauty,http://www.treatbeautylondon.com/,"Unit G2.1, Islington Square, 116 Upper St, London N1 1QP, United Kingdom",+442070963118,"Medical spa, Facial spa, Hair removal service, Health and beauty shop, Laser hair removal service, Massage spa, Skin care clinic, Spa",4.8,
Heal Studio - (Former Bath Haus Spa),http://www.healstudio.org/,"learning centre, 2 Town Sq, Barking IG11 7NB, Reino Unido",,"Spa, Massage spa, Sauna, Masajista deportivo",4.9,
Rim and Aesthetic | Laser Clinic,https://rimaesthetic.com/,"36-38 Station Parade, Barking IG11 8DR, Reino Unido",+447301012175,Clínica dermatológica,5,
Institute Of Aesthetics Medi Spa Clinics London,http://ioaestheticslondon.co.uk/,"10a Medi Spa Clinics Quantum Offices, Holstock Rd, Ilford IG1 1QB, Reino Unido",+442084069926,Clínica dermatológica,5,
Vital Flow Treatments Mobile Massage Services,,"Leisure United Parsloes Park, Dagenham RM9 5PU, Reino Unido",+447356221419,"Masajista, Centro de ayuda para embarazadas, Masajista deportivo",5,
PMU Academy - Beauty by Nesta,https://beautybynesta.co.uk/,"Unit 5, Aphrodite Beauty Lounge, Shinwell House, Merrielands Cres, Dagenham, London RM9 6FL, Reino Unido",+447427165666,"Spa, Centro de estética, Academia de estética, Esteticista facial, Clínica dermatológica, Permanent make-up clinic, Servicio de eliminación de tatuajes, Centro de formación, Training provider",5,
City MediSpa,https://www.citymedispa.co.uk/,"7 Dowgate Hill, London EC4R 2SU, Reino Unido",+442080757106,Spa terapéutico,5,
Primas MediSpa - Aesthetic Clinic,https://primasmedispa.com/,"6 Ludgate Square, London EC4M 7AS, Reino Unido",+442072139550,"Spa, Centro de depilación láser, Clínica dermatológica",4.8,
ASKINOLOGY,http://www.askinology.com/,"35, 36 Leadenhall Market, London EC3V 1LR, Reino Unido",+442070432233,"Clínica dermatológica, Centro de estética, Esteticista facial, Centro de depilación láser",4.8,
The Med Spa at The CityPoint Club,,"1 Ropemaker St, London EC2Y 9AW, Reino Unido",+442079206200,Spa terapéutico,4.7,
M1 Med Beauty | Doctors-Only Cosmetic Clinic,https://www.m1-beauty.co.uk/london/,"3rd floor, 64 London Wall, London EC2M 5TP, Reino Unido",+442035198093,Clínica dermatológica,4.7,
The Skin Co Spa,http://www.theskincospa.co.uk/,"35 Fournier St, London E1 6QE, Reino Unido",+442034881265,"Spa y gimnasio, Centro de estética",4.6,
Botox London Professional Aesthetics,https://lpa.london/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,"193 Whitecross St, London EC1Y 8QP, Reino Unido",+442045723335,"Spa terapéutico, Blood testing service, Dermatólogo, Esteticista facial, Clínica de trasplante capilar, Balneario, Clínica dermatológica, Clínica ginecológica, Centro de adelgazamiento",4.9,
Euphoria Spa,https://euphoriaspa.co.uk/,"36-38 Cornhill, London EC3V 3NG, Reino Unido",+442071836353,"Spa y gimnasio, Recinto para eventos, Fisioterapeuta, Centro de salud y bienestar",4.1,
DIVINE Skin Science,http://www.divineskinscience.com/,"Tower 42, 25 Old Broad St, London EC2N 1HQ, Reino Unido",+447903568573,"Spa terapéutico, Centro de estética, Esteticista facial, Clínica dermatológica",4.9,
The Spa at Four Seasons London at Tower Bridge,https://www.fourseasons.com/towerbridge/spa/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-tri-spa-mid-seo-na&utm_content=na-na&utm_term=na,"10 Trinity Square, London EC3N 4AJ, Reino Unido",+442032973780,"Spa, Centro de estética, Spa de día, Centro deportivo, Gimnasio, Peluquería, Balneario, Massage spa, Entrenador personal, Sauna",4.7,
Cosmedics Skin Clinics,https://www.cosmedics.co.uk/,"42 New Broad St, London EC2M 1JD, Reino Unido",+442073860464,"Spa terapéutico, Dermatólogo, Médico, Clínica dermatológica, Cirujano plástico, Clínica de cirugía plástica, Proctólogo, Cirujano",4.8,
The Shoreditch Spa,https://www.theshoreditchspa.com/,"167 Brick Ln, London E2 7EE, Reino Unido",+442070339776,"Centro de estética, Spa de día, Esteticista facial, Massage spa, Masajista, Salón de manicura y pedicura, Depilación con cera",4.7,
Juicy Face,https://juicyface.co.uk/,"28 Queen St, London EC4R 1BB, Reino Unido",+442070888342,"Spa terapéutico, Tienda de belleza y salud, Permanent make-up clinic, Clínica dermatológica",5,
Vitalumina by Dr Gregorio De Carvalho,https://vitalumina.co.uk/,"36-38 Cornhill, London EC3V 3ND, Reino Unido",+447570964859,"Spa terapéutico, Esteticista facial, Clínica dermatológica",5,
Heavenly Spa London,https://www.heavenlyspalondon.com/,"2nd Floor, Heavenly Spa by Westin, 60 Upper Thames St., London EC4V 3AD, Reino Unido",+442031462691,"Spa, Piscina",4.7,
Thérapie Clinic - London Liverpool Street Bishopsgate,https://therapieclinic.com/locations/liverpool-street-bishopsgate?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=liverpool-street-bishopsgate,"46 Bishopsgate, London EC2N 4AJ, Reino Unido",+442038348444,"Centro de depilación láser, Peluquería, Spa",4.7,
Theresa Collins Advanced Skin,http://www.theresacollinsskin.co.uk/,"7 Well Ct, London EC4M 9DN, Reino Unido",+447538240606,"Clínica dermatológica, Esteticista facial, Depilación con cera",5,
Ned's Club Spa,https://www.thened.com/london/spa-and-grooming?utm_source=google&utm_medium=local&utm_campaign=spa-neds-club-spa,"27 Poultry, London EC2R 8AJ, Reino Unido",+442038282000,Spa y gimnasio,4.1,
Medspa London,https://www.medspalondon.co.uk/,"18, Unit 16 Exhibition House, Addison Bridge Pl, London W14 8XP, Reino Unido",+447848451046,Clínica dermatológica,4.9,
AesthetiCare Clinic by Dr Khaula Safdar,https://aestheticareclinic.co.uk/,"87 Moorgate, London EC2M 6SA, Reino Unido",+447931913489,"Spa terapéutico, Médico, Clínica dermatológica",5,
JK Aesthetics,http://www.jkaestheticslondon.co.uk/,"Salisbury House, 29 Finsbury Circus, London EC2M 5SQ, Reino Unido",+442037524987,"Clínica dermatológica, Proveedor de productos de belleza",5,
Future Care Medical,https://futurecaremedical.com/,"66 London Wall, London EC2M 5TN, Reino Unido",+442073626188,"Clínica ambulatoria, Médico de familia, Asesor médico, Centro médico, Clínica dermatológica",5,
Artistry Clinic,https://www.artistryclinic.co.uk/,"33-34 Bury St, London EC3A 5AR, Reino Unido",+447411592837,Clínica dermatológica,4.9,
The Academy Clinic,https://theacademyclinic.co.uk/,"62/63 Threadneedle St, London EC2R 8HP, Reino Unido",+442038843246,"Clínica dermatológica, Centro de estética, Clínica ambulatoria, Centro de formación",4.7,
DRJD&CO Beauty & Aesthetic Clinic,http://www.drjd.co.uk/,"The Integrity Centre, 14 Devonshire Row, Liverpool St, London EC2M 4RH, Reino Unido",+447513373298,"Clínica dermatológica, Esteticista, Dermatólogo, Esteticista facial, Clínica de trasplante capilar, Centro médico, Centro de adelgazamiento",4.8,
Vie Aesthetics Holborn,https://www.vie-aesthetics.com/,"95 Gray's Inn Rd, London WC1X 8TX, Reino Unido",+442033438500,"Spa terapéutico, Blood testing service, Tienda de cosméticos, Clínica de trasplante capilar, Balneario, Centro de depilación láser, Clínica dermatológica, Centro de adelgazamiento, Centro de salud y bienestar",4.9,
SE1 Medical Aesthetics,http://www.se1medicalaesthetics.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=326693750913531989,"Ground Floor, Rankin Building, 139-143 Bermondsey St, London SE1 3UW, Reino Unido",+447922087919,"Spa terapéutico, Clínica dermatológica",5,
NS Aesthetics,https://www.instagram.com/ns_aesthetics.uk?igsh=Y2pwYmdqc3R4Mm1j&utm_source=qr,"26B Curtain Rd, London EC2A 3NY, Reino Unido",+447356003023,Clínica dermatológica,5,
Mayfair Aesthetics Laser & Skin Clinic - Moorgate,https://www.mayfair-aesthetics.co.uk/?utm_source=mybusinessmoorgate&utm_medium=organic,"64-65, Salisbury House, 29 Finsbury Circus, Moorgate, London EC2M 5QQ, Reino Unido",+442079209200,"Centro de depilación láser, Esteticista, Servicio de depilación",4.7,
M&K Aesthetics,http://mnkaesthetics.com/,"27 Royal Exchange, London EC3V 3LP, Reino Unido",+447897901066,"Clínica dermatológica, Centro de estética",4.9,
Doctor B Aesthetics,https://www.doctorbaesthetics.co.uk/,"153 Fenchurch St, London EC3M 6BB, Reino Unido",+447399139808,"Spa terapéutico, Clínica dermatológica, Clínica especializada",5,
Abbey Spa & Wellness,https://everyonespa.com/our-venues/abbey-spa-barking/,"Bobby Moore Way, Barking IG11 7LX, Birleşik Krallık",+442039484960,"Spa, Sağlık Kaplıcası, Masaj Uzmanı, Spa ve Sağlık Kulübü",3.7,
Heal Studio - (Former Bath Haus Spa),http://www.healstudio.org/,"learning centre, 2 Town Sq, Barking IG11 7NB, Birleşik Krallık",,"Spa, Masajlı Spa, Sauna, Spor Masaj Terapisti",4.9,
Fleur Aesthetics,https://www.fresha.com/book-now/fleur-aesthetics-iizyoqxy/all-offer?share&pId=717440,"Unit 317, MAKE IT, 15 Linton Rd., Barking IG11 8HE, Birleşik Krallık",+447353064232,"Tedavi Amaçlı Kaplıca, Güzellik Uzmanı, Güzellik Salonu, Sağlık ve Güzellik Merkezi",5,
Ora Aesthetic & Wellness,https://www.oraestheticwellness.com/,"83 Eastern Ave W, Romford RM6 5SA, Birleşik Krallık",+447555253362,Tedavi Amaçlı Kaplıca,5,
Laser Light Skin Clinic,https://www.laserlightskinclinic.co.uk/,"125 Becontree Ave, Dagenham RM8 2UJ, Birleşik Krallık",+442085981200,"Lazer Epilasyon Hizmeti, Epilasyon Hizmeti, Yüz Bakımı, Epilasyon Hizmetleri, Cilt Bakım Kliniği",4.9,
Rim and Aesthetic | Laser Clinic,https://rimaesthetic.com/,"36-38 Station Parade, Barking IG11 8DR, Birleşik Krallık",+447301012175,Cilt Bakım Kliniği,5,
