name,website,address,phone,category,rating,reviews_count
Aesthetics by Silvie – Nurse Prescriber Medical Aesthetics,https://www.aestheticsbysilvie.co.uk/,"Aesthetics by Silvie, 8 Second Cross Rd, Twickenham TW2 5RF, United Kingdom",+447591980019,Clinique dermatologique,4.9,
Aesthetics by The Ashleys,http://www.drmrashley.com/,"Candish Court, London N8 7FR, United Kingdom",+442083477984,Medical clinic,5,
Aesthetics by Wioleta,http://aestheticsbywioleta.co.uk/,"67 Fulbourne Rd, London E17 4EZ، United Kingdom",+447902432995,Cơ sở chăm sóc da,5,
Aesthetics Clinic London,https://botoxandfillerscliniclondon.co.uk/,"Located in DERMACIA PHARMACY, 19 Canonbury Ln, London N1 2AS, United Kingdom",+447893942444,Skin care clinic,5,
Aesthetics House,https://www.aestheticshouse.co.uk/,"Kenver Ave, London N12 0PG, United Kingdom",+442075616800,Skin care clinic,5,
Aesthetics HQ London,https://aestheticshqlondon.com/,"2 doors from The White Bear Pub, 142 Kennington Park Rd, London SE11 4DJ, United Kingdom",+447985756139,Skin care clinic,5,
Aesthetics in Muswell Hill,https://aestheticsinmuswellhill.co.uk/,"9 Methuen Park, Muswell Hill, London N10 2JR, United Kingdom",+447748016287,Skin care clinic,5,
Aesthetics Lab,https://www.aestheticslab.co.uk/,"38 Elizabeth St, London SW1W 9NZ, United Kingdom",+442035825894,Medical spa,4.8,
Aesthetics Lab,https://www.aestheticslab.co.uk/,"128 Regent's Park Rd, London NW1 8XL, United Kingdom",+442035825894,Skin care clinic,4.8,
Aesthetics of Essex,https://aestheticsofessex.co.uk/,"58 Station Rd, Upminster RM14 2TD, United Kingdom",+441708225555,Skin care clinic,4.9,
Aesthetics of London,http://www.aestheticsoflondon.com/,"stratford centre, 44 Broadway, London E15 1XH, United Kingdom",+442030260934,Thẩm mỹ viện,4.5,
Aesthetics PRO London,https://aestheticspro.uk/,"1 Fulham High St, London SW6 3JH, United Kingdom",+447899099494,Skin care clinic,5,
Aesthetique,http://www.aesthetique.co.uk/,"371 Fore St, London N9 0NR, United Kingdom",+442088037550,Skin care clinic,4.8,
Aesthetique Co.,https://www.aesthetiqueco.uk/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447469346309,Clínica dermatológica,5,
Aestiva Clinic Sidcup - Bespoke Aesthetics by Medical Professionals,https://aestiva.co.uk/,"78 Hatherley Rd, Sidcup DA14 4AJ, United Kingdom",+447448238627,Spa médical,4.8,
AJ Aesthetics,https://ajaesthetics.clinic/,"316e Ilford Ln, Ilford IG1 2LT, United Kingdom",+447379371314,Skin care clinic,5,
Akemedics Beauty Aesthetic Clinic,https://akemedicsbeauty.com/,"44 High St, Romford RM1 1HR, United Kingdom",+447534916573,Skin care clinic,5,
Alaia Aesthetics,https://alaiaaesthetics.as.me/,"11a Atlantis Ave, London E16 2UD, United Kingdom",+442037734048,Medical spa,4.9,
Alcove Aesthetics by Dr Goziem,http://www.alcoveaesthetics.com/,"120 Pall Mall, London SW1Y 5EA, United Kingdom",+447856962248,Medical spa,5,
Alien Aesthetics,https://www.alienaesthetics.co.uk/,"97-101 Hackney Rd, London E2 8ET, United Kingdom",+447949669495,Medical clinic,5,
Alina Beauty Aesthetic,https://alinabeautyaesthetic.com/,"365 Barking Rd, London E6 1FG, United Kingdom",+447464971266,Skin care clinic,5,
Alina Budonna Aesthetic Treatments,https://alinabudonna.co.uk/,"188 Brompton Rd, London SW3 1HQ, United Kingdom",+447767461422,Centro de estética,4.9,
Alitas Beauty,http://www.alitasbeauty.co.uk/,"4, Inside Lotus Aesthetics, St Johns Parade, High St, Sidcup DA14 6ES, United Kingdom",+447446787728,Institut de beauté,5,
All About Eve Beauty Spa & Holistic Therapies,http://www.allaboutevetherapies.co.uk/,"Suite 7, 300 Chiswick High Rd., Chiswick, London W4 1NP, United Kingdom",+447867319795,Masajlı Spa,4.9,
Allegra Aesthetics,https://allegraaesthetics.com/,"38A Windsor St, Uxbridge UB8 1SB, United Kingdom",+447787055027,Medical spa,5,
Allure Skin Aesthetics LTD,https://www.allureaesthetics.uk/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447761842934,Clínica dermatológica,5,
ALTA,https://altamedispa.com/,"75-77 George St, London W1U 8AQ, United Kingdom",+447771116587,Spa terapéutico,5,
AM Aesthetics London,http://amaestheticslondon.co.uk/,"180 Finchley Rd, London NW3 6BP, United Kingdom",+447413696979,Medical clinic,4.9,
Aman Spa,https://www.the-connaught.co.uk/aman-spa/,"The Connaught, 16 Carlos Pl, London W1K 2AL, United Kingdom",+442031477305,Spa,4.6,
Amara Clinic,http://amara.clinic/,"665 Finchley Rd, London NW2 2HN, United Kingdom",+447931764434,Medical spa,4.8,
AMAZIN U CLINIC,https://amazinu.co.uk/,"25 Birchin Ln, London EC3V 9DJ, United Kingdom",+447340066886,Clínica dermatológica,5,
Amber MediSpa,https://www.ambermedispa.com/,"260 Pentonville Rd, London N1 9JY, United Kingdom",+447309084536,Skin care clinic,5,
Ambra Aesthetic Clinic,http://www.ambraclinic.com/,"898 High Rd, London N12 9RH, United Kingdom",+442084462761,Skin care clinic,5,
"Amer Clinic, London",https://www.amerclinic.com/,"13 Kensington Church St, London W8 4LF, United Kingdom",+442080508830,Cơ sở chăm sóc da,4.9,
Ammuri Aesthetics,https://linktr.ee/ammuriaesthetics,"53 The Grove, London W5 5DX, United Kingdom",+447391039241,Skin care clinic,5,
AMS Aesthetics,https://amsaesthetics.com/,"10 Harley St, London W1G 9PF, United Kingdom",+447700168083,Medical spa,5,
Anavrin Beauty Clinic & Hair,http://anavrinbeauty.com/,"54 High St, Sutton SM1 1HY, United Kingdom",+442079989870,Centro de estética,4.3,
Angeli Medispa,http://www.angelimedispa.com/,"288 Kensington High St, London W14 8NZ, United Kingdom",+442073480664,Spa médical,4.8,
Angle Aesthetics LTD,http://www.angleaesthetics.co.uk/,"51b Stonecot Hill, Sutton SM3 9HJ, United Kingdom",+447940091244,Clinique dermatologique,5,
Anir Anun Clinic & Boutique,http://www.aniranun.com/,"675 Fulham Rd., London SW6 5PZ, United Kingdom",+447570139176,Skin care clinic,4.8,
Anti Wrinkle Clinic - Dr Yiannis Valilas,https://www.antiwrinkleclinic.co.uk/,"UNTIL, 111 Charing Cross Rd, London WC2H 0DT, United Kingdom",+442035987358,Skin care clinic,5,
Anya Spa@Angel,https://www.anyaspa.co.uk/,"29 Upper St, London N1 0PN, United Kingdom",+442072262266,Beauty salon,4.6,
Appear Natural Aesthetics,http://www.appearnaturalaesthetics.com/,"31 Station Approach, Hayes, Bromley BR2 7EB, United Kingdom",+447423109237,Cilt Bakım Kliniği,5,
Arcadia Beauty Spa,https://www.arcadiabeautyspa.com/,"73 Caledonian Rd, London N1 9BT, United Kingdom",+442033371809,Spa,5,
Arenas Spa & Beauty,https://phorest.com/book/salons/arenasspabeauty,"10a, S Lambeth Rd, London SW8 1QT, United Kingdom",+442045688798,Spa,4.9,
ART Clinic by Dr Priya Verma,https://www.art-clinic.co.uk/,"14A Lowndes St, London SW1X 9EX, United Kingdom",+442033552030,Skin care clinic,5,
Arta Beauty Clinic,http://artabeautyclinic.com/,"16 Lower Richmond Rd., London SW15 1JP, United Kingdom",+447386968917,Beauty salon,4.8,
Arte Medical,https://71fba5bb-df1c-402f-bffe-123f8c0a9c2d.pipedrive.email/c/x42955gd2y/xyorm0q0dy/rvygzq3okj/3?redirectUrl=https%3A%2F%2Farteaesthetics.aesthetidocs.app&hash=wfjur4fugjvzI-1TsIVM3jYOAor-HTDJjZTaGDGMJmY,"Broadway Boutique, Next to Planet organic, 36 Broadway Market, London E8 4QJ, United Kingdom",+447916308259,Skin care clinic,5,
Arte Medical Aesthetics,https://71fba5bb-df1c-402f-bffe-123f8c0a9c2d.pipedrive.email/c/x42955gd2y/xyorm0q0dy/rvygzq3okj/3?redirectUrl=https%3A%2F%2Farteaesthetics.aesthetidocs.app&hash=wfjur4fugjvzI-1TsIVM3jYOAor-HTDJjZTaGDGMJmY,"Temptation Studio, Pontoon Dock DLR station, 2 Bramwell Way, London E16 2GQ, United Kingdom",,Medical spa,5,
Artisa Spa,https://www.artisaspa.co.uk/,"359 High Rd. Leyton, London E10 5NA, United Kingdom",+442085588268,Massage spa,4.8,
Artistry Clinic,https://www.artistryclinic.co.uk/,"33-34 Bury St, London EC3A 5AR, United Kingdom",+447411592837,Skin care clinic,4.9,
Asaya Spa,https://www.rosewoodhotels.com/en/the-chancery-rosewood,"30 Grosvenor Sq, London W1K 6AN, United Kingdom",,Spa,4.2,
ASKINOLOGY,http://www.askinology.com/,"35, 36 Leadenhall Market, London EC3V 1LR, United Kingdom",+442070432233,Skin care clinic,4.8,
Aspire Aesthetic Clinic - Laser Hair Removal Specialist Wembley - 50% OFF,http://www.aspireaestheticclinic.com/,"Wembley HA0 1TX, United Kingdom",+447368913054,Cơ sở chăm sóc da,5,
"Aspire Beauty and Aesthetics - Laser Hair Removal, Heston",https://www.aspirebaa.com/,"18 Hogarth Gardens, Heston, Hounslow TW5 0QS, United Kingdom",+447878784000,Beauty salon,4.7,
Astelas Aesthetics,https://astelas.co.uk/,"367 Regents Park Rd, London N3 1DE, United Kingdom",+447545539217,Beauty salon,5,
Asthetik London,http://www.asthetiklondon.com/,"@BodyworksWest, 11 Lambton Pl, London W11 2SH, United Kingdom",+442037515122,Cơ sở chăm sóc da,5,
Astral Skin Clinic,https://www.astralskinclinic.com/,"2 Tudor Grove, London E9 7QL, United Kingdom",+447743548637,Clínica dermatológica,5,
ASTT&GM,https://widget.treatwell.co.uk/place/488735/menu/,"92A Snowsfields, London SE1 3SS, United Kingdom",+447402865816,Spa terapéutico,5,
Athena Aesthetics & Wellbeing Clinic,https://www.athenaaestheticsclinic.co.uk/,"45 Bexley High St, Bexley DA5 1AB, United Kingdom",+447480840601,Skin care clinic,5,
Aura Beauty Clinic,http://www.aurabeautyclinic.com/,"199 Whitecross St, London EC1Y 8QP, United Kingdom",+442074904999,Beauty salon,4.9,
Aura Organic Spa Greenwich,https://www.auraorganicsspa.com/home,"10 Turnpin Ln, Greenwich Market, London SE10 9JA, United Kingdom",+442082211810,Centro de estética,4.7,
AVA Aesthetics & Skin Clinic,https://www.avaaestheticsclinic.co.uk/,"Hadley Green Dental, 5 Christ Church Ln, Hadley, Barnet EN5 4PL, United Kingdom",+442038739963,Spa terapéutico,5,
Avanti Aesthetics,https://avantiaesthetics.co.uk/,"140 New Cavendish St, London W1W 6YE, United Kingdom",+442070961088,Spa y tế,5,
Avicenna Aesthetics,https://avicennawellbeing.com/,"30 b, Nottingham Pl, London W1U 5NP, United Kingdom",+442079353057,Medicinsk spa,4.9,
Avika Aesthetics,http://www.avikaaesthetics.co.uk/,"234A High St, London E17 7JH, United Kingdom",+442038587574,Cơ sở chăm sóc da,5,
AWAY Spa London,https://www.awayspalondon.com/,"W, 10 Wardour St, London W1D 6QF، United Kingdom",+442077581071,Spa,4.3,
Ayanna Spa,http://www.ayannaspa.co.uk/,"146 Holland Park Ave, London W11 4UE, United Kingdom",+442079987872,Centro de estética,4.8,
Ayira Aesthetics,https://www.ayiraaesthetics.co.uk/,"Unit 14, Cinch Self Storage, 25 Mollison Ave, Enfield EN3 7LW, United Kingdom",+447716901523,Spa y tế,5,
Ayush Ayurvedic Health Spa and Beauty Centre,http://www.ayush-spa.com/,"48 Newton Lodge Oval Square Greenwich Millennium Village, 48 W Parkside, London SE10 0BA, United Kingdom",+447386971095,Health spa,4.6,
AZ Aesthetics London,https://azaesthetics.co.uk/,"Finchley Back Care Centre, 2 Cyprus Road, Finchley N3, Cyprus Rd, 3RY2 N3 3RY, United Kingdom",+442036424147,Cosmetic surgeon,5,
Azera Beauty Clinic & Academy,https://www.azerabeauty.com/,"94 High St, London N8 7NT, United Kingdom",+447387150525,Beauty salon,4.9,
Azeylia's Aesthetics LDN,https://booksolo.co/azeylias-ldn,"Unit 23, East Lodge Business Village, E Lodge Ln, Botany Bay, Enfield EN2 8AS, United Kingdom",+447709602545,Skin care clinic,5,
Azimzadeh Aesthetics,https://azimzadehaesthetics.com/,"2 Wellington Rd, London NW8 9SP, United Kingdom",+447951686242,Skin care clinic,5,
B Pretty - Skin Care Clinic,https://b-pretty.co.uk/,"84 Brentwood Rd, Hornchurch, Romford RM1 2EL, United Kingdom",+447384843696,Skin care clinic,5,
Baddie beauty,https://www.baddiebeauty.store/appointments-1,"153 Marsala Rd, London SE13 7AE, United Kingdom",+447520671465,Thẩm mỹ viện,5,
Bamford Wellness Spa,https://www.1hotels.com/mayfair/do/bamford-wellness-spa,"Floor 1, 3 Berkeley St, London W1J 8DL, United Kingdom",+442039880055,Spa,5,
"Bamford Wellness Spa, Brompton Cross",https://www.bamford.com/pages/haybarn-brompton-cross/,"104 Draycott Ave, London SW3 3AE, United Kingdom",+441608692861,Spa,4.6,
Banu Beauty Clinic,http://www.bblaserbeauty.co.uk/,"70 St John's Wood High St, London NW8 7SH, United Kingdom",+447384444672,Beauty salon,4.8,
Barbanente Clinic,http://www.barbanenteclinic.co.uk/,"23 Harley St, London W1G 9QN, United Kingdom",+447523865278,Medical spa,4.9,
Bayside Clinic,https://baysidebeautyclinic.com/,"59 Worton Gardens, Isleworth TW7 4BD, United Kingdom",+447903585398,Medical spa,5,
Be Aesthetic,https://www.beaesthetic.uk/,"FountShoreditch, 188 Shoreditch High St, London E1 6HU, United Kingdom",+447495425499,Medical spa,5,
Be Enhanced,http://www.beenhanced.co/,"Be Enhanced, 5 St James's Ave, Bethnal Green, London E2 9JD, United Kingdom",+447498226605,Skin care clinic,4.8,
Be Well The Spa,https://be-well.org.uk/spa/,"Be Well The Spa, York Hall Leisure Centre, Old Ford Rd., London E2 9PJ, United Kingdom",+442073643200,Spa,4.3,
Beauti Skin Clinic,https://www.beautiskinclinic.com/,"66A Brixton Rd, London SW9 6BP, United Kingdom",+447780570435,Skin care clinic,5,
Beauty & Aesthetics - ByFrancesca,https://beautyandaestheticsbyfrancesca.co.uk/,"2 Parkhurst Rd, Bexley DA5 1AR, United Kingdom",+447881957819,Medical clinic,5,
Beauty & Detox Spa - Crouch End,http://www.beautydetoxspa.co.uk/,"36 Broadway Parade, London N8 9DB, United Kingdom",+442083400077,Masajlı Spa,4.1,
Beauty & Melody Spa Shoreditch,https://www.beautyandmelody.com/,"Courthouse Hotel, 335-337 Old St, London EC1V 9LL, United Kingdom",+442071128698,Spa,4.2,
BEAUTY AESTHETIC CLINIC,https://www.beautyaestheticclinic.co.uk/,"Second Floor, 33 Cavendish Square, London W1G 0PW, United Kingdom",+442045018387,Huidverzorgingskliniek,5,
Beauty aesthetic clinic,https://www.yasbeautyaesthetics.com/,"708a High Rd, London N12 9QL, United Kingdom",+447920397499,Beauty salon,5,
Beauty Aesthetics Clinic,https://beautyaestheticsclinic.co.uk/,"19 – 21 Eastern Rd, Romford RM1 3NH, United Kingdom",+441708596699,Beauty salon,4.6,
Beauty Art Aesthetic,https://beautyartaesthetic.co.uk/,"1 Wilkinson Cl, London NW2 6GP, United Kingdom",+447546279152,Clínica dermatológica,4.9,
Beauty Bar Aesthetics,http://beautybaraesthetics.co.uk/,"First Floor, 48 Ballards Ln, London N3 2BJ, United Kingdom",+447535883332,Beauty salon,5,
Beauty by Polka Aesthetics,https://beautybypolka.com/,"139 Padnall Rd, London, Romford RM6 5EP, United Kingdom",+447935716883,Centro de estética,5,
Beauty by Sandy,http://beautybysandy.uk/,"44 The Quadrant, Richmond TW9 1DN, United Kingdom",+442084399196,Centro de estética,4.5,
Beauty Care Academy & Aesthetics,https://beautycareacademy.co.uk/,"20 Tylney Rd, Bromley BR1 2LR, United Kingdom",+447588624235,Spa y tế,4.9,
Beauty Clinic,https://www.beautyaestheticandwellbeingclinic.com/,"30B N End Rd, London NW11 7PT, United Kingdom",+442035385130,Skin care clinic,4.5,
Beauty Empire Aesthetic Clinic,http://www.beautyempireclinic.com/,"Beauty Empire Aesthetic clinic, 148 Balgores Ln, Gidea Park, Romford RM2 6BP, United Kingdom",+441708500637,Medical clinic,4.9,
BEAUTY FOX STUDIO,http://www.beautyfoxstudio.co.uk/,"211 Station Ln, Hornchurch RM12 6LL, United Kingdom",+447934032275,Medical spa,5,
Beauty Method,http://www.beautymethodbybethany.com/,"The Courtyard by Paollo Sagerah, 151 Sydney St, London SW3 6NT, United Kingdom",,Skin care clinic,5,
Beauty Plump Clinic,https://www.beautyplumpclinic.co.uk/,"25 East St, Bromley BR1 1QE, United Kingdom",+447398623080,Thẩm mỹ viện,5,
Beauty Space London,https://www.beautyspacelondon.co.uk/,"52A Westferry Rd, London E14 8LW, United Kingdom",+447429313818,Facial spa,5,
Beauty Spot Massage Spa Richmond,https://www.beautyspotrichmond.com/,"14 Eton St, Richmond TW9 1EE, United Kingdom",+447503800886,Massage spa,4.7,
Beauvia Clinic,http://www.beauvia.clinic/,"2nd Floor, 54 Welbeck St, London W1G 9XS, United Kingdom",+442030841877,Spa y tế,4.7,
Beige Clinic,https://www.beigeclinic.co.uk/,"72b Turnpike Ln, London N8 0PR, United Kingdom",+447432548017,Beauty salon,5,
Belgravia Dermatology,https://belgraviadermatology.co.uk/,"9A Wilbraham Pl, London SW1X 9AE, United Kingdom",+447796017018,Dermatologist,4.3,
Belissima,https://belissima.co.uk/,"Bush Hill Parade, 18, Village Rd, Enfield EN1 2HB, United Kingdom",+442083643236,Cơ sở chăm sóc da,5,
Belle Vous Spa - Nine Elms,http://www.bellevousspa.com/,"347 Wandsworth Rd, London SW8 2JH, United Kingdom",+442076226364,Day spa,4.6,
Bellezza Clinic,https://www.bellezzaclinic.com/,"10-12 Exhibition Rd, South Kensington, London SW7 2HF, United Kingdom",+447916565280,Skin care clinic,4.8,
Bellissima Faces,https://www.bellissimafaces.com/,"75 Millmarsh Ln, Enfield EN3 7XJ, United Kingdom",+447932714456,Skin care clinic,5,
Belushi Aesthetics,https://www.belushiaesthetics.com/,"3 Cherry Hill Gardens, Beddington, Croydon CR0 4QL, United Kingdom",+447522673170,Cilt Bakım Kliniği,5,
Belushi Aesthetics,https://www.belushiaesthetics.com/,"12 Streatham High Rd, London SW16 1DB, United Kingdom",+447522673170,Cơ sở chăm sóc da,5,
Bespoke Medispa,https://newukdetails.top/details/bespoke-medispa-ChIJpeA,"11 Greek St, London W1D 4DJ, United Kingdom",+447912102070,Tedavi Amaçlı Kaplıca,4.8,
Beyond Aesthetic Clinic,https://www.beyondmedispa.com/,"10-11 Percy St, London W1T 1DN, United Kingdom",+442046425480,Clínica ambulatoria,4.6,
BH Aesthetics London,https://www.bhaestheticslondon.com/,"13 Morden Ct, London Rd, Morden SM4 5HJ, United Kingdom",+447394799338,Clinique dermatologique,,
Bijoux Medispa,http://www.bijoux-medispa.co.uk/,"149 Ebury St, London SW1W 9QN, United Kingdom",+442077300765,Medical spa,5,
Bilba Clinic | Medical | Surgical | Aesthetic | Wellbeing |,https://www.bilbaclinic.co.uk/,"57 Great Titchfield St., London W1W 7PN, United Kingdom",+447858848244,Medical clinic,4.9,
Binsina Skin & Laser Clinic,https://binsinaskinandlaserclinic.com/,"2, Broadway Parade, Pinner Rd, North Harrow, Harrow HA2 7SY, United Kingdom",+442084240736,Centro de depilación láser,4.8,
BL Beauty Lounge,https://www.beautyloungeallin1.co.uk/,"14 Putney Bridge Rd, London SW18 1HU, United Kingdom",+442045729909,Cơ sở chăm sóc da,4.6,
BLC - Bottoxx & Laser Clinic,https://bottoxxandlaserclinic.co.uk/,"162 London Rd, Kingston upon Thames KT2 6QW, United Kingdom",+442034110046,Skin care clinic,4.9,
BLU Clinics,https://bluclinics.com/,"32 Westferry Circus, Canary Wharf Estate, London E14 8RH, United Kingdom",+447432155617,Clínica dermatológica,5,
Blushyou Skin Clinic,http://widget.treatwell.co.uk/place/100033451/menu/,"Unit 9 Room, Liberty Centre, 3 Mount Pleasant, London HA0 1TX, United Kingdom",+447716434432,Cơ sở chăm sóc da,4.6,
BM AESTHETIC CLINIC,https://www.bmaesthetics.co.uk/,"19 Great Cumberland Pl, London W1H 7AS, United Kingdom",+442071128478,Cơ sở chăm sóc da,4.4,
Body & Soul Health & Beauty,http://www.bodyandsoul-health.co.uk/,"98 Cochrane St, London NW8 7NN, United Kingdom",+442077228086,Institut de beauté,4.1,
Body Brilliant x EF Medispa - Chelsea,https://www.bodybrilliant.co.uk/,"93 King's Rd, London SW3 5ED, United Kingdom",+442034881085,Medical clinic,,
Body Lounge Spa,http://www.bodyloungespa.london/,"113B Munster Rd, London SW6 6DH, United Kingdom",+442073815334,Beauty salon,4.8,
BodyMatters Clinic,http://www.bodymattersclinic.co.uk/,"1 McCrone Mews, Belsize Park, London NW3 5BG, United Kingdom",+442074197900,Skin care clinic,5,
Bodyvie,https://bodyvie.com/,"133-135 Kew Rd, Richmond TW9 2PN, United Kingdom",+442071000744,Spa terapéutico,4.8,
Bonita London | Aesthetics - Body - Skin,https://bonitalondon.as.me/,"15 Whitburn Rd, London SE13 7UQ, United Kingdom",+447502694207,Beauty salon,4.7,
Borna Aesthetic,http://bornaaesthetic.com/,"348 Kilburn Ln, London W9 3EF, United Kingdom",+447535851479,Clínica dermatológica,4.9,
